restaurant_id,order_count,unique_customers,repeat_customers,cancel_rate,menu_item_count,avg_price,avg_rating,score,cluster,tier
REST00028,0.2727272727272727,0.2727272727272727,0.0,0.0,0.22916666666666666,0.34813414548764277,0.8625,0.26515291939559427,2,Growth Potential
REST00029,0.045454545454545456,0.045454545454545456,0.0,0.0,0.18749999999999997,0.358616537142057,0.9750000000000001,0.19883991776619378,3,Risk Zone
REST00030,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.16666666666666666,0.25027110706589806,0.8875,0.23633119604593558,1,Mid Performer
REST00031,0.045454545454545456,0.045454545454545456,0.0,0.0,0.12499999999999999,0.21786539442494077,0.32499999999999996,0.08805236063033794,3,Risk Zone
REST00032,0.36363636363636365,0.36363636363636365,0.0,0.0,0.375,0.4486850396312141,0.8062499999999999,0.308144479254288,2,Growth Potential
REST00033,0.18181818181818182,0.18181818181818182,0.0,0.0,0.2708333333333333,0.23458057030835858,0.8875000000000002,0.23557372548511493,1,Mid Performer
REST00034,0.22727272727272724,0.22727272727272724,0.0,0.16666666666666666,0.18749999999999997,0.3914163691101309,0.8624999999999998,0.22224127300096105,1,Mid Performer
REST00035,0.18181818181818182,0.18181818181818182,0.0,0.2,0.4166666666666667,0.3048992641935301,1.0,0.2405479935127068,1,Mid Performer
REST00036,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3333333333333333,0.39750093694272504,0.8541666666666667,0.27394701654410597,2,Growth Potential
REST00037,0.36363636363636365,0.36363636363636365,0.0,0.0,0.4791666666666667,0.2455121473079885,0.9125000000000001,0.32434000130479335,2,Growth Potential
REST00038,0.18181818181818182,0.18181818181818182,0.0,0.0,0.14583333333333331,0.30533501365259397,0.4650000000000001,0.1632364476523267,3,Risk Zone
REST00039,0.22727272727272724,0.22727272727272724,0.0,0.0,0.22916666666666666,0.1763401712992135,0.95,0.25377912977708184,1,Mid Performer
REST00040,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3125,0.21172197717566335,0.8625,0.2825747352224195,2,Growth Potential
REST00041,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3333333333333333,0.4788498049923604,0.9750000000000001,0.2989803690374968,2,Growth Potential
REST00042,0.4090909090909091,0.4090909090909091,0.0,0.0,0.49999999999999994,0.3132238325281803,0.48749999999999993,0.28196800980822717,2,Growth Potential
REST00043,0.45454545454545453,0.45454545454545453,0.0,0.0,0.4166666666666667,0.3768182621364726,0.74375,0.3311609888643994,0,Champion
REST00044,0.22727272727272724,0.22727272727272724,0.0,0.0,0.24999999999999997,0.40717797920066356,0.95,0.2674043535054877,2,Growth Potential
REST00045,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.6666666666666666,0.41169858636777357,0.6749999999999999,0.3339561414396008,0,Champion
REST00046,0.18181818181818182,0.18181818181818182,0.0,0.4,0.12499999999999999,0.5645992738620339,0.44999999999999996,0.11186632732946533,3,Risk Zone
REST00047,0.22727272727272724,0.22727272727272724,0.0,0.3333333333333333,0.20833333333333331,0.4411856434540744,0.30000000000000004,0.1174380700514916,3,Risk Zone
REST00048,0.4090909090909091,0.4090909090909091,0.0,0.0,0.4583333333333333,0.33602732345232555,0.907142857142857,0.34188794625919633,0,Champion
REST00049,0.45454545454545453,0.45454545454545453,0.0,0.18181818181818182,0.4583333333333333,0.42527906389170467,0.7666666666666666,0.3139154683461004,2,Growth Potential
REST00050,0.2727272727272727,0.2727272727272727,0.0,0.0,0.24999999999999997,0.42625821983099876,0.95,0.28426745644609536,2,Growth Potential
REST00051,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3541666666666667,0.324170925809237,0.7949999999999999,0.26348884932076483,1,Mid Performer
REST00052,0.36363636363636365,0.36363636363636365,0.0,0.0,0.4166666666666667,0.3794480951380762,0.625,0.28166179869629776,2,Growth Potential
REST00053,0.5909090909090909,0.5909090909090909,0.0,0.0,0.8124999999999999,0.40723377441713926,0.8400000000000001,0.4344298705390388,0,Champion
REST00054,0.45454545454545453,0.45454545454545453,0.0,0.0,0.6666666666666666,0.243470623054744,0.8541666666666667,0.366056106910313,0,Champion
REST00055,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3958333333333333,0.5179542113001471,0.6916666666666668,0.2646855893528861,2,Growth Potential
REST00056,0.13636363636363635,0.13636363636363635,0.0,0.25,0.3125,0.3442484071973675,0.6625000000000001,0.1580646930871411,3,Risk Zone
REST00057,0.22727272727272724,0.22727272727272724,0.0,0.0,0.2708333333333333,0.40469689240955786,0.4625,0.19623863249926576,3,Risk Zone
REST00058,0.49999999999999994,0.49999999999999994,0.0,0.0,0.5208333333333333,0.37352204611183815,0.6138888888888889,0.33784276897225857,0,Champion
REST00059,0.0909090909090909,0.0909090909090909,0.0,0.0,0.08333333333333333,0.3433340334663586,0.95,0.19981821682483308,3,Risk Zone
REST00060,0.13636363636363635,0.13636363636363635,0.0,0.0,0.24999999999999997,0.29990682845125183,0.8125,0.2095976141498353,1,Mid Performer
REST00061,0.3181818181818182,0.3181818181818182,0.0,0.125,0.20833333333333331,0.31767199404250446,0.8333333333333333,0.2543305693990949,1,Mid Performer
REST00062,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.375,0.5221429966430464,0.78125,0.32624919528669777,2,Growth Potential
REST00063,0.49999999999999994,0.49999999999999994,0.0,0.0,0.5624999999999999,0.27725967933907447,0.835,0.3703629839669537,0,Champion
REST00064,0.6818181818181819,0.6818181818181819,0.0,0.0625,0.8333333333333333,0.22604392395530762,0.68,0.4258968931674624,0,Champion
REST00066,0.22727272727272724,0.22727272727272724,0.0,0.0,0.24999999999999997,0.44291061455522707,0.30000000000000004,0.17169098527321588,3,Risk Zone
REST00067,0.22727272727272724,0.22727272727272724,0.0,0.0,0.20833333333333331,0.2214431651104619,0.9000000000000001,0.24645094613431096,1,Mid Performer
REST00069,0.3181818181818182,0.3181818181818182,0.0,0.0,0.2916666666666667,0.4160563840463022,0.7749999999999999,0.2775831222326181,2,Growth Potential
REST00070,0.4090909090909091,0.4090909090909091,0.0,0.1,0.4375,0.24229058066487177,0.7625,0.29842134721506175,2,Growth Potential
REST00071,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3125,0.27241300847160965,0.8125,0.27810928678721686,2,Growth Potential
REST00072,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.3958333333333333,0.3014338724357628,0.8624999999999998,0.2580560009810955,1,Mid Performer
REST00073,0.36363636363636365,0.36363636363636365,0.0,0.0,0.2708333333333333,0.21617507326392013,0.875,0.29641481426925664,2,Growth Potential
REST00074,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.20833333333333331,0.48029125533851436,0.175,0.14512387012623307,3,Risk Zone
REST00075,0.0909090909090909,0.0909090909090909,0.0,0.0,0.12499999999999999,0.18619137636150865,0.8333333333333333,0.17862775063625724,3,Risk Zone
REST00076,0.2727272727272727,0.2727272727272727,0.0,0.0,0.24999999999999997,0.2924789556169518,0.76875,0.25039099323539304,1,Mid Performer
REST00077,0.18181818181818182,0.18181818181818182,0.0,0.2,0.22916666666666666,0.34252607995519146,0.95,0.2161793343007899,1,Mid Performer
REST00078,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2916666666666667,0.49166701673317936,0.55625,0.2326420629578711,1,Mid Performer
REST00079,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3541666666666667,0.44563000303390987,0.7550000000000001,0.28231180318199856,2,Growth Potential
REST00080,0.4090909090909091,0.4090909090909091,0.0,0.0,0.49999999999999994,0.45431127914303726,0.575,0.30214738213897,2,Growth Potential
REST00081,0.22727272727272724,0.22727272727272724,0.0,0.0,0.2916666666666667,0.4014618777567738,0.8333333333333333,0.2537852150999599,1,Mid Performer
REST00082,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3958333333333333,0.4021102009381783,0.6750000000000002,0.2535524797438786,1,Mid Performer
REST00083,0.13636363636363635,0.13636363636363635,0.0,0.25,0.18749999999999997,0.4299096828397395,1.0,0.2004727568692597,3,Risk Zone
REST00084,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3333333333333333,0.4339160911161356,0.7849999999999999,0.26539277425277646,2,Growth Potential
REST00085,0.2727272727272727,0.2727272727272727,0.0,0.0,0.4166666666666667,0.39002477137322755,0.8624999999999998,0.2859974506898735,2,Growth Potential
REST00086,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3333333333333333,0.2286601513111021,0.895,0.2716299772625248,2,Growth Potential
REST00087,0.18181818181818182,0.18181818181818182,0.0,0.0,0.20833333333333331,0.4433700584929319,0.9000000000000001,0.24163819989434357,1,Mid Performer
REST00088,0.49999999999999994,0.49999999999999994,0.0,0.16666666666666666,0.4375,0.43623506648081334,0.6375000000000001,0.31118675332404067,2,Growth Potential
REST00089,0.18181818181818182,0.18181818181818182,0.0,0.2,0.3541666666666667,0.4366527417987196,0.8500000000000001,0.21838566739296628,1,Mid Performer
REST00090,0.13636363636363635,0.13636363636363635,0.0,0.25,0.12499999999999999,0.39797561536691983,0.5874999999999999,0.1307510534956187,3,Risk Zone
REST00091,0.22727272727272724,0.22727272727272724,0.0,0.0,0.22916666666666666,0.2036033513034143,0.7125,0.21951728877729193,1,Mid Performer
REST00093,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.3333333333333333,0.45965792324071,0.7583333333333333,0.24409220352134284,1,Mid Performer
REST00094,0.22727272727272724,0.22727272727272724,0.0,0.0,0.3125,0.44418889589021915,0.75,0.24550489933996547,1,Mid Performer
REST00095,0.6363636363636365,0.6363636363636365,0.0,0.06666666666666667,0.7499999999999999,0.20346395544883258,0.5714285714285714,0.3836147562140001,0,Champion
REST00096,0.36363636363636365,0.36363636363636365,0.0,0.0,0.5833333333333333,0.22523134567981715,0.7833333333333334,0.31436762789005146,2,Growth Potential
REST00097,0.45454545454545453,0.45454545454545453,0.0,0.0,0.5208333333333333,0.4262732996192353,0.63125,0.3271754074052042,0,Champion
REST00098,0.0909090909090909,0.0909090909090909,0.0,0.0,0.12499999999999999,0.39424290615216895,0.9125000000000001,0.20090532712579026,3,Risk Zone
REST00099,0.36363636363636365,0.36363636363636365,0.0,0.2222222222222222,0.2916666666666667,0.27693901841349866,0.9124999999999999,0.2738280115267355,2,Growth Potential
REST00100,0.0909090909090909,0.0909090909090909,0.0,0.0,0.16666666666666666,0.4877717877507839,0.8333333333333333,0.19787343787238765,3,Risk Zone
REST00101,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2916666666666667,0.4942360381805877,0.70625,0.25527051403024154,1,Mid Performer
REST00102,0.2727272727272727,0.2727272727272727,0.0,0.0,0.5624999999999999,0.4598623738510318,0.6583333333333333,0.27344766414709704,2,Growth Potential
REST00103,0.36363636363636365,0.36363636363636365,0.0,0.0,0.5208333333333333,0.45471270310589784,0.70625,0.3080291957613555,2,Growth Potential
REST00104,0.5454545454545455,0.5454545454545455,0.0,0.0,0.6874999999999999,0.3961270288413622,0.8642857142857143,0.40910829949401617,0,Champion
REST00105,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3333333333333333,0.4912182726482738,0.7916666666666667,0.2692578833293834,2,Growth Potential
REST00106,0.13636363636363635,0.13636363636363635,0.0,0.25,0.22916666666666666,0.34654250974351797,0.6499999999999999,0.14797106488111528,3,Risk Zone
REST00107,0.4090909090909091,0.4090909090909091,0.0,0.0,0.4791666666666667,0.37797731568998105,0.65,0.3074973506329839,2,Growth Potential
REST00108,0.45454545454545453,0.45454545454545453,0.0,0.0,0.5624999999999999,0.390761244636481,0.845,0.36162897132273314,0,Champion
REST00109,0.18181818181818182,0.18181818181818182,0.0,0.0,0.14583333333333331,0.3557060841559897,0.5625,0.18038000117749647,3,Risk Zone
REST00110,0.3181818181818182,0.3181818181818182,0.0,0.0,0.375,0.4379707933981142,0.9312499999999999,0.31044967603354207,2,Growth Potential
REST00111,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3541666666666667,0.4382443775428443,0.53125,0.24838002190744526,1,Mid Performer
REST00112,0.49999999999999994,0.49999999999999994,0.0,0.08333333333333333,0.5416666666666666,0.29439400893577194,0.7083333333333334,0.33763636711345524,0,Champion
REST00113,0.18181818181818182,0.18181818181818182,0.0,0.0,0.20833333333333331,0.33624715968761343,0.7749999999999999,0.21753205495407762,1,Mid Performer
REST00114,0.22727272727272724,0.22727272727272724,0.0,0.16666666666666666,0.22916666666666666,0.34262643235548085,0.75,0.20709344282989522,1,Mid Performer
REST00115,0.22727272727272724,0.22727272727272724,0.0,0.0,0.24999999999999997,0.26581142724810025,0.55,0.20033602590785954,3,Risk Zone
REST00116,0.4090909090909091,0.4090909090909091,0.0,0.2,0.375,0.3770017355929206,0.7300000000000001,0.27903190496146424,2,Growth Potential
REST00117,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3541666666666667,0.4325032867355909,0.8500000000000001,0.29590546736708256,2,Growth Potential
REST00118,0.13636363636363635,0.13636363636363635,0.0,0.0,0.20833333333333331,0.2473277195394398,0.8875000000000002,0.21405199203757808,1,Mid Performer
REST00119,0.49999999999999994,0.49999999999999994,0.0,0.0,0.6041666666666666,0.33490069779924847,0.7,0.3571617015566291,0,Champion
REST00120,0.22727272727272724,0.22727272727272724,0.0,0.0,0.3125,0.40199362878947,0.55,0.21339513598492804,1,Mid Performer
REST00121,0.22727272727272724,0.22727272727272724,0.0,0.16666666666666666,0.3541666666666667,0.4527915859568874,0.9375,0.2532267005099656,1,Mid Performer
REST00122,0.18181818181818182,0.18181818181818182,0.0,0.2,0.24999999999999997,0.2866840084231389,0.7,0.1779705640575206,3,Risk Zone
REST00123,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.24999999999999997,0.45710931230780005,0.7875000000000001,0.24000643964136403,1,Mid Performer
REST00124,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.3541666666666667,0.406844189284853,0.7428571428571429,0.3126419930140262,2,Growth Potential
REST00125,0.5454545454545455,0.5454545454545455,0.0,0.07692307692307693,0.4791666666666667,0.24338257602277766,0.75,0.3519564248384349,0,Champion
REST00126,0.18181818181818182,0.18181818181818182,0.0,0.0,0.22916666666666666,0.17524563000303386,0.675,0.196565311803182,3,Risk Zone
REST00127,0.3181818181818182,0.3181818181818182,0.0,0.375,0.20833333333333331,0.3168241965973535,0.9375,0.23241317952683738,1,Mid Performer
REST00128,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3958333333333333,0.35700623118392494,0.7958333333333334,0.272263190347075,2,Growth Potential
REST00129,0.22727272727272724,0.22727272727272724,0.0,0.0,0.24999999999999997,0.3945324996364694,0.74,0.235272079527278,1,Mid Performer
REST00130,0.3181818181818182,0.3181818181818182,0.0,0.0,0.375,0.4222391728112552,0.6416666666666667,0.2662255950041991,2,Growth Potential
REST00131,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3333333333333333,0.3641680154523478,0.875,0.2782462795604962,2,Growth Potential
REST00132,0.36363636363636365,0.36363636363636365,0.0,0.1111111111111111,0.375,0.246023797153038,0.5900000000000001,0.24890725046371254,1,Mid Performer
REST00133,0.2727272727272727,0.2727272727272727,0.0,0.14285714285714285,0.3541666666666667,0.3420056477397372,0.6,0.21654292307962755,1,Mid Performer
REST00134,0.22727272727272724,0.22727272727272724,0.0,0.0,0.3125,0.43250192536581955,0.7562500000000001,0.2458580508137455,1,Mid Performer
REST00135,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3958333333333333,0.4521837149058322,0.8500000000000001,0.28230615544226134,2,Growth Potential
REST00136,0.2727272727272727,0.2727272727272727,0.0,0.0,0.24999999999999997,0.28679172119625806,0.8083333333333333,0.25604413151435834,1,Mid Performer
REST00137,0.22727272727272724,0.22727272727272724,0.0,0.0,0.3958333333333333,0.21427851291745428,0.8062499999999999,0.25078021352466057,1,Mid Performer
REST00138,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.4166666666666667,0.21199627929306566,0.7583333333333333,0.3114710260858654,2,Growth Potential
REST00139,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.4791666666666667,0.457322224555999,0.7333333333333334,0.32623732334901206,2,Growth Potential
REST00140,0.4090909090909091,0.4090909090909091,0.0,0.0,0.7499999999999999,0.2217514300690104,0.8571428571428572,0.35784081825669734,0,Champion
REST00141,0.18181818181818182,0.18181818181818182,0.0,0.0,0.2708333333333333,0.49903681699522906,0.75,0.22817153781945843,1,Mid Performer
REST00142,0.5454545454545455,0.5454545454545455,0.0,0.07692307692307693,0.6041666666666666,0.4163989824733366,0.9916666666666667,0.4093572451609629,0,Champion
REST00143,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.5208333333333333,0.4596082486441655,0.6,0.310518291220087,2,Growth Potential
REST00144,0.13636363636363635,0.13636363636363635,0.0,0.0,0.10416666666666667,0.22946159770356364,0.6375,0.16524201927911755,3,Risk Zone
REST00145,0.5454545454545455,0.5454545454545455,0.0,0.0,0.49999999999999994,0.2518171252537982,0.7550000000000001,0.36674994717178083,0,Champion
REST00146,0.45454545454545453,0.45454545454545453,0.0,0.0,0.4583333333333333,0.42773987927271406,0.8214285714285714,0.34952552210216387,0,Champion
REST00147,0.36363636363636365,0.36363636363636365,0.0,0.1111111111111111,0.2916666666666667,0.24696772386753482,0.6875,0.25524611346610404,1,Mid Performer
REST00148,0.4090909090909091,0.4090909090909091,0.0,0.1,0.4583333333333333,0.42978061483855856,0.8666666666666667,0.32550418225707944,2,Growth Potential
REST00149,0.36363636363636365,0.36363636363636365,0.0,0.2222222222222222,0.3333333333333333,0.42192487160795844,0.75,0.2608689708531252,1,Mid Performer
REST00150,0.45454545454545453,0.45454545454545453,0.0,0.09090909090909091,0.2916666666666667,0.3439296132931924,0.8050000000000002,0.31256769278587176,2,Growth Potential
REST00151,0.22727272727272724,0.22727272727272724,0.0,0.16666666666666666,0.375,0.4235613187558268,0.925,0.2519735204832459,1,Mid Performer
REST00152,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3541666666666667,0.3909107174807658,0.7849999999999999,0.26816674799525037,2,Growth Potential
REST00153,0.36363636363636365,0.36363636363636365,0.0,0.1111111111111111,0.4375,0.4542081177241858,0.8166666666666667,0.2995664664922699,2,Growth Potential
REST00154,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3125,0.4862983966953721,0.7125,0.25789446528931403,1,Mid Performer
REST00155,0.3181818181818182,0.3181818181818182,0.0,0.125,0.2916666666666667,0.329824266610656,0.8374999999999999,0.26389651636083583,1,Mid Performer
REST00156,0.45454545454545453,0.45454545454545453,0.0,0.18181818181818182,0.375,0.32876035920509106,0.7625,0.30013119977843633,2,Growth Potential
REST00157,0.4090909090909091,0.4090909090909091,0.0,0.1,0.3125,0.4251750332563188,0.6958333333333333,0.2850655698446341,2,Growth Potential
REST00158,0.0909090909090909,0.0909090909090909,0.0,0.3333333333333333,0.14583333333333331,0.44681439473499973,0.9375,0.15936723488826515,3,Risk Zone
REST00159,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3541666666666667,0.33117070021081785,0.8833333333333333,0.279929747131753,2,Growth Potential
REST00160,0.2727272727272727,0.2727272727272727,0.0,0.2857142857142857,0.18749999999999997,0.2921431071903662,0.925,0.2247045579569209,1,Mid Performer
REST00161,0.13636363636363635,0.13636363636363635,0.0,0.25,0.20833333333333331,0.24425731798132552,0.875,0.17452347195967233,3,Risk Zone
REST00162,0.13636363636363635,0.13636363636363635,0.0,0.25,0.16666666666666666,0.39429624962076126,0.5583333333333332,0.13035875187497742,3,Risk Zone
REST00163,0.22727272727272724,0.22727272727272724,0.0,0.0,0.2916666666666667,0.30904245139909914,1.0,0.27416424378207616,2,Growth Potential
REST00164,0.36363636363636365,0.36363636363636365,0.0,0.0,0.4791666666666667,0.24576419519708745,0.9416666666666667,0.3287276036992483,0,Champion
REST00165,0.3181818181818182,0.3181818181818182,0.0,0.125,0.2916666666666667,0.30699992998669745,0.6625,0.2365052995296379,1,Mid Performer
REST00166,0.13636363636363635,0.13636363636363635,0.0,0.25,0.20833333333333331,0.5234169037571683,0.30000000000000004,0.10223145124846447,3,Risk Zone
REST00167,0.22727272727272724,0.22727272727272724,0.0,0.0,0.4791666666666667,0.3490058111041098,0.9875,0.29303741176732667,2,Growth Potential
REST00168,0.4090909090909091,0.4090909090909091,0.0,0.0,0.5624999999999999,0.22296736379912183,0.74375,0.3221426863717743,2,Growth Potential
REST00169,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3958333333333333,0.4312497374501155,0.675,0.2550094565694755,1,Mid Performer
REST00170,0.36363636363636365,0.36363636363636365,0.0,0.0,0.5416666666666666,0.2249605202766303,0.525,0.27143741995322546,2,Growth Potential
REST00171,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2916666666666667,0.3960157763308362,0.8416666666666666,0.2706720009377539,2,Growth Potential
REST00172,0.3181818181818182,0.3181818181818182,0.0,0.125,0.3958333333333333,0.38708534621578095,0.81,0.27305123700775874,2,Growth Potential
REST00173,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2708333333333333,0.4566227583240816,0.8333333333333333,0.27036901670408287,2,Growth Potential
REST00174,0.3181818181818182,0.3181818181818182,0.0,0.0,0.3541666666666667,0.40007779255836384,0.8343750000000001,0.2919404426582212,2,Growth Potential
REST00175,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3125,0.4005688580830358,0.5875,0.23485798835869726,1,Mid Performer
REST00176,0.36363636363636365,0.36363636363636365,0.0,0.1111111111111111,0.3333333333333333,0.2968580500883403,0.7849999999999999,0.27653229644381094,2,Growth Potential
REST00177,0.2727272727272727,0.2727272727272727,0.0,0.0,0.24999999999999997,0.207999827659563,0.75,0.2433545368375236,1,Mid Performer
REST00178,0.36363636363636365,0.36363636363636365,0.0,0.0,0.375,0.2141463720212103,0.6666666666666666,0.2754800458737878,2,Growth Potential
REST00179,0.36363636363636365,0.36363636363636365,0.0,0.1111111111111111,0.3333333333333333,0.33454991742548734,0.7437499999999999,0.2722293898106683,2,Growth Potential
REST00180,0.045454545454545456,0.045454545454545456,0.0,0.0,0.10416666666666667,0.3305981469812598,0.875,0.17410566492482057,3,Risk Zone
REST00181,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2708333333333333,0.3196567347796082,0.76,0.2525207155268592,1,Mid Performer
REST00182,0.36363636363636365,0.36363636363636365,0.0,0.2222222222222222,0.2916666666666667,0.3073770683096455,0.9125000000000001,0.2753499140215429,2,Growth Potential
REST00183,0.2727272727272727,0.2727272727272727,0.0,0.0,0.3333333333333333,0.5615313968477541,0.6750000000000002,0.2581144486302665,1,Mid Performer
REST00184,0.36363636363636365,0.36363636363636365,0.0,0.0,0.49999999999999994,0.44738164251207735,0.8333333333333333,0.32464180939833115,2,Growth Potential
REST00185,0.45454545454545453,0.45454545454545453,0.0,0.0,0.49999999999999994,0.2648362388853882,0.925,0.36108272103517847,0,Champion
REST00186,0.45454545454545453,0.45454545454545453,0.0,0.2727272727272727,0.3541666666666667,0.19405509268983326,0.7750000000000001,0.27955123948297655,2,Growth Potential
REST00187,0.49999999999999994,0.49999999999999994,0.0,0.25,0.375,0.3693680746710296,0.655,0.2917184037335515,2,Growth Potential
REST00188,0.4090909090909091,0.4090909090909091,0.0,0.0,0.4583333333333333,0.215231850573348,0.7875000000000001,0.31790174404381893,2,Growth Potential
REST00189,0.13636363636363635,0.13636363636363635,0.0,0.0,0.18749999999999997,0.40711055100469096,0.7,0.19183280027750726,3,Risk Zone
REST00190,0.0909090909090909,0.0909090909090909,0.0,0.0,0.16666666666666666,0.29016935439955804,0.7125,0.1698683162048264,3,Risk Zone
